GEO_ID,NAME,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Percent Unemployed
34009,"Cape May County, New Jersey",48041,9.9
34011,"Cumberland County, New Jersey",71245,7.9
34013,"Essex County, New Jersey",418928,11.6
34015,"Gloucester County, New Jersey",159010,7.5
34017,"Hudson County, New Jersey",376124,7.8
34019,"Hunterdon County, New Jersey",68887,5.0
34021,"Mercer County, New Jersey",196527,8.3
34023,"Middlesex County, New Jersey",443021,6.8
34025,"Monmouth County, New Jersey",333604,5.8
34027,"Morris County, New Jersey",282612,5.7
34029,"Ocean County, New Jersey",271260,8.4
34031,"Passaic County, New Jersey",248972,6.6
34033,"Salem County, New Jersey",33040,9.5
34035,"Somerset County, New Jersey",182162,4.6
34037,"Sussex County, New Jersey",81074,7.7
34039,"Union County, New Jersey",300606,8.3
34041,"Warren County, New Jersey",58739,8.2
35001,"Bernalillo County, New Mexico",338126,8.4
35005,"Chaves County, New Mexico",27974,7.7
35013,"Doña Ana County, New Mexico",100822,10.3
35025,"Lea County, New Mexico",31492,4.0
35031,"McKinley County, New Mexico",27865,18.8
35035,"Otero County, New Mexico",28495,9.8
35043,"Sandoval County, New Mexico",68148,9.3
35045,"San Juan County, New Mexico",56303,9.5
35049,"Santa Fe County, New Mexico",74862,6.8
35061,"Valencia County, New Mexico",30895,14.4
36001,"Albany County, New York",166147,5.9
36005,"Bronx County, New York",648994,11.9
36007,"Broome County, New York",93639,6.5
36009,"Cattaraugus County, New York",36976,7.7
36011,"Cayuga County, New York",39453,6.5
36013,"Chautauqua County, New York",61451,9.0
36015,"Chemung County, New York",38894,3.9
36019,"Clinton County, New York",39102,4.5
36027,"Dutchess County, New York",159983,8.2
36029,"Erie County, New York",472745,5.9
36045,"Jefferson County, New York",59831,9.2
36047,"Kings County, New York",1314978,8.6
36051,"Livingston County, New York",31620,6.2
36053,"Madison County, New York",34864,5.8
36055,"Monroe County, New York",393727,7.2
36059,"Nassau County, New York",713768,5.4
36061,"New York County, New York",954970,6.6
36063,"Niagara County, New York",107121,6.3
36065,"Oneida County, New York",112452,7.5
36067,"Onondaga County, New York",238727,7.5
36069,"Ontario County, New York",57344,5.5
36071,"Orange County, New York",186171,6.0
36075,"Oswego County, New York",58098,9.8
36079,"Putnam County, New York",55948,7.2
36081,"Queens County, New York",1212824,7.7
36083,"Rensselaer County, New York",87228,6.9
36085,"Richmond County, New York",222709,6.2
36087,"Rockland County, New York",160874,5.8
36089,"St. Lawrence County, New York",49957,8.1
36091,"Saratoga County, New York",123478,4.5
36093,"Schenectady County, New York",79101,6.4
36101,"Steuben County, New York",47430,7.4
36103,"Suffolk County, New York",784217,5.7
36105,"Sullivan County, New York",36674,8.0
36109,"Tompkins County, New York",51534,7.2
36111,"Ulster County, New York",93358,8.9
36113,"Warren County, New York",32781,5.2
36117,"Wayne County, New York",44776,8.4
36119,"Westchester County, New York",508320,6.9
37001,"Alamance County, North Carolina",77077,7.0
37019,"Brunswick County, North Carolina",54520,7.4
37021,"Buncombe County, North Carolina",126348,5.6
37023,"Burke County, North Carolina",42156,13.6
37025,"Cabarrus County, North Carolina",103086,10.0
37027,"Caldwell County, North Carolina",38531,8.4
37031,"Carteret County, North Carolina",34058,8.5
37035,"Catawba County, North Carolina",75448,6.4
37037,"Chatham County, North Carolina",31392,6.6
37045,"Cleveland County, North Carolina",43450,12.6
37049,"Craven County, North Carolina",52159,11.4
37051,"Cumberland County, North Carolina",160224,9.6
37057,"Davidson County, North Carolina",79339,9.1
37063,"Durham County, North Carolina",154109,6.1
37067,"Forsyth County, North Carolina",180656,9.5
37071,"Gaston County, North Carolina",101377,9.2
37081,"Guilford County, North Carolina",257683,7.1
37085,"Harnett County, North Carolina",55484,12.8
37089,"Henderson County, North Carolina",50189,3.7
37097,"Iredell County, North Carolina",87056,8.6
37101,"Johnston County, North Carolina",87378,7.0
37109,"Lincoln County, North Carolina",38293,9.8
37119,"Mecklenburg County, North Carolina",571687,8.5
37125,"Moore County, North Carolina",42455,5.3
37127,"Nash County, North Carolina",45290,10.9
37129,"New Hanover County, North Carolina",116710,7.7
37133,"Onslow County, North Carolina",100600,10.1
37135,"Orange County, North Carolina",77243,7.1
37147,"Pitt County, North Carolina",92247,12.6
37151,"Randolph County, North Carolina",68112,6.0
37155,"Robeson County, North Carolina",51291,12.1
37157,"Rockingham County, North Carolina",43412,7.5
37159,"Rowan County, North Carolina",64570,9.8
37161,"Rutherford County, North Carolina",26673,9.3
37171,"Surry County, North Carolina",32724,6.2
37179,"Union County, North Carolina",109647,7.7
37183,"Wake County, North Carolina",554146,5.3
37191,"Wayne County, North Carolina",58636,11.5
37193,"Wilkes County, North Carolina",30172,10.2
37195,"Wilson County, North Carolina",37022,8.2
38015,"Burleigh County, North Dakota",51386,2.4
38017,"Cass County, North Dakota",99611,3.4
38035,"Grand Forks County, North Dakota",40167,3.8
38101,"Ward County, North Dakota",41343,2.6
39003,"Allen County, Ohio",51644,9.5
39007,"Ashtabula County, Ohio",43891,6.2
39013,"Belmont County, Ohio",32021,9.0
39017,"Butler County, Ohio",194333,6.4
39023,"Clark County, Ohio",66363,8.9
39025,"Clermont County, Ohio",104380,5.5
39029,"Columbiana County, Ohio",50852,8.8
39035,"Cuyahoga County, Ohio",648094,10.0
39041,"Delaware County, Ohio",100608,2.7
39043,"Erie County, Ohio",38806,6.3
39045,"Fairfield County, Ohio",74029,4.6
39049,"Franklin County, Ohio",679335,6.0
39055,"Geauga County, Ohio",48932,4.3
39057,"Greene County, Ohio",83917,6.4
39061,"Hamilton County, Ohio",425485,8.4
39063,"Hancock County, Ohio",38919,5.3
39081,"Jefferson County, Ohio",30038,13.3
39085,"Lake County, Ohio",125213,5.3
39089,"Licking County, Ohio",88805,4.8
39093,"Lorain County, Ohio",150901,7.8
39095,"Lucas County, Ohio",217885,8.1
39099,"Mahoning County, Ohio",114231,8.1
39101,"Marion County, Ohio",28041,8.8
39103,"Medina County, Ohio",96667,4.7
39109,"Miami County, Ohio",53079,3.8
39113,"Montgomery County, Ohio",263095,9.1
39119,"Muskingum County, Ohio",38684,8.2
39133,"Portage County, Ohio",90856,8.5
39139,"Richland County, Ohio",53922,8.4
39141,"Ross County, Ohio",33562,12.8
39145,"Scioto County, Ohio",30735,8.3
39151,"Stark County, Ohio",189668,6.5
39153,"Summit County, Ohio",283356,6.7
39155,"Trumbull County, Ohio",94443,5.9
39157,"Tuscarawas County, Ohio",46645,4.7
39165,"Warren County, Ohio",111071,5.0
39169,"Wayne County, Ohio",55775,4.6
39173,"Wood County, Ohio",70257,6.1
40017,"Canadian County, Oklahoma",69015,5.0
40027,"Cleveland County, Oklahoma",142978,4.1
40031,"Comanche County, Oklahoma",60756,9.2
40037,"Creek County, Oklahoma",32517,3.1
40101,"Muskogee County, Oklahoma",29624,6.3
40109,"Oklahoma County, Oklahoma",386949,6.1
40119,"Payne County, Oklahoma",38678,7.0
40125,"Pottawatomie County, Oklahoma",31918,7.4
40131,"Rogers County, Oklahoma",44840,3.9
40143,"Tulsa County, Oklahoma",327319,5.3
40145,"Wagoner County, Oklahoma",37761,5.1
41003,"Benton County, Oregon",43769,8.0
41005,"Clackamas County, Oregon",205384,6.6
41017,"Deschutes County, Oregon",85027,6.6
41019,"Douglas County, Oregon",44800,13.4
41029,"Jackson County, Oregon",97553,8.8
41033,"Josephine County, Oregon",31815,6.7
41035,"Klamath County, Oregon",28280,9.8
41039,"Lane County, Oregon",176884,7.5
41043,"Linn County, Oregon",54408,11.2
41047,"Marion County, Oregon",152323,8.6
41051,"Multnomah County, Oregon",437055,7.7
41053,"Polk County, Oregon",37980,12.8
41059,"Umatilla County, Oregon",33333,7.7
41067,"Washington County, Oregon",300255,6.8
41071,"Yamhill County, Oregon",47648,8.3
42001,"Adams County, Pennsylvania",52101,5.3
42003,"Allegheny County, Pennsylvania",659431,6.6
42005,"Armstrong County, Pennsylvania",32725,5.9
42007,"Beaver County, Pennsylvania",85074,5.9
42011,"Berks County, Pennsylvania",217005,8.7
42013,"Blair County, Pennsylvania",61984,6.2
42017,"Bucks County, Pennsylvania",348434,6.1
42019,"Butler County, Pennsylvania",97809,5.4
42021,"Cambria County, Pennsylvania",64080,8.4
42025,"Carbon County, Pennsylvania",32480,7.1
42027,"Centre County, Pennsylvania",78107,4.6
42029,"Chester County, Pennsylvania",281058,5.1
42033,"Clearfield County, Pennsylvania",35582,7.2
42037,"Columbia County, Pennsylvania",30774,4.5
42039,"Crawford County, Pennsylvania",41304,7.2
42041,"Cumberland County, Pennsylvania",129593,4.2
42043,"Dauphin County, Pennsylvania",140224,5.7
42045,"Delaware County, Pennsylvania",289269,7.4
42049,"Erie County, Pennsylvania",136410,6.8
42051,"Fayette County, Pennsylvania",58971,9.2
42055,"Franklin County, Pennsylvania",74715,5.3
42063,"Indiana County, Pennsylvania",41655,7.3
42069,"Lackawanna County, Pennsylvania",99840,5.9
42071,"Lancaster County, Pennsylvania",277738,4.2
42073,"Lawrence County, Pennsylvania",42900,6.4
42075,"Lebanon County, Pennsylvania",69529,7.3
42077,"Lehigh County, Pennsylvania",189358,8.7
42079,"Luzerne County, Pennsylvania",158179,7.4
42081,"Lycoming County, Pennsylvania",56695,5.3
42085,"Mercer County, Pennsylvania",52823,5.8
42089,"Monroe County, Pennsylvania",83907,12.1
42091,"Montgomery County, Pennsylvania",452971,5.5
42095,"Northampton County, Pennsylvania",158194,6.8
42097,"Northumberland County, Pennsylvania",42753,5.8
42101,"Philadelphia County, Pennsylvania",747899,12.8
42107,"Schuylkill County, Pennsylvania",68295,7.5
42111,"Somerset County, Pennsylvania",35593,5.4
42125,"Washington County, Pennsylvania",103822,4.7
42129,"Westmoreland County, Pennsylvania",185499,5.3
42133,"York County, Pennsylvania",234603,5.9
44003,"Kent County, Rhode Island",92943,8.3
44005,"Newport County, Rhode Island",46558,5.7
44007,"Providence County, Rhode Island",330149,8.5
44009,"Washington County, Rhode Island",67733,5.8
45003,"Aiken County, South Carolina",80391,7.6
45007,"Anderson County, South Carolina",90395,8.7
45013,"Beaufort County, South Carolina",82827,6.5
45015,"Berkeley County, South Carolina",98611,5.6
45019,"Charleston County, South Carolina",205739,6.3
45031,"Darlington County, South Carolina",30509,17.8
45035,"Dorchester County, South Carolina",77676,8.3
45041,"Florence County, South Carolina",67607,11.3
45045,"Greenville County, South Carolina",244074,5.9
45047,"Greenwood County, South Carolina",33380,9.9
45051,"Horry County, South Carolina",143882,7.1
45057,"Lancaster County, South Carolina",38415,10.2
45059,"Laurens County, South Carolina",30234,10.3
45063,"Lexington County, South Carolina",145100,6.4
45073,"Oconee County, South Carolina",32322,9.1
45075,"Orangeburg County, South Carolina",36443,10.6
45077,"Pickens County, South Carolina",54816,7.0
45079,"Richland County, South Carolina",217468,7.8
45083,"Spartanburg County, South Carolina",139670,6.8
45085,"Sumter County, South Carolina",49166,17.1
45091,"York County, South Carolina",127371,9.0
46099,"Minnehaha County, South Dakota",108153,4.4
46103,"Pennington County, South Dakota",57976,2.7
47001,"Anderson County, Tennessee",36122,8.3
47009,"Blount County, Tennessee",61460,9.3
47011,"Bradley County, Tennessee",49832,9.2
47037,"Davidson County, Tennessee",377032,6.4
47059,"Greene County, Tennessee",32010,10.9
47065,"Hamilton County, Tennessee",179960,7.6
47093,"Knox County, Tennessee",226328,5.9
47113,"Madison County, Tennessee",46714,6.3
47119,"Maury County, Tennessee",43719,8.0
47125,"Montgomery County, Tennessee",92101,7.6
47141,"Putnam County, Tennessee",33548,7.3
47147,"Robertson County, Tennessee",35208,9.9
47149,"Rutherford County, Tennessee",152794,6.2
47155,"Sevier County, Tennessee",46921,8.8
47157,"Shelby County, Tennessee",467957,9.0
47163,"Sullivan County, Tennessee",70762,6.5
47165,"Sumner County, Tennessee",90738,6.4
47179,"Washington County, Tennessee",60646,6.2
47187,"Williamson County, Tennessee",106870,4.2
47189,"Wilson County, Tennessee",65505,4.5
48005,"Angelina County, Texas",40345,10.1
48021,"Bastrop County, Texas",35176,7.9
48027,"Bell County, Texas",167449,8.2
48029,"Bexar County, Texas",927999,6.6
48037,"Bowie County, Texas",39487,7.0
48039,"Brazoria County, Texas",162980,3.4
48041,"Brazos County, Texas",107821,5.6
48061,"Cameron County, Texas",163884,8.2
48085,"Collin County, Texas",487067,5.1
48091,"Comal County, Texas",57141,3.4
48099,"Coryell County, Texas",33355,11.9
48113,"Dallas County, Texas",1309386,6.7
48121,"Denton County, Texas",423675,4.9
48135,"Ector County, Texas",75823,5.3
48139,"Ellis County, Texas",78750,4.4
48141,"El Paso County, Texas",377722,8.2
48157,"Fort Bend County, Texas",342085,4.9
48167,"Galveston County, Texas",155735,5.6
48181,"Grayson County, Texas",60306,8.5
48183,"Gregg County, Texas",59329,5.3
48187,"Guadalupe County, Texas",72871,5.6
48201,"Harris County, Texas",2302645,6.1
48203,"Harrison County, Texas",30198,6.7
48209,"Hays County, Texas",95560,7.2
48213,"Henderson County, Texas",32132,6.5
48215,"Hidalgo County, Texas",333682,9.3
48231,"Hunt County, Texas",39742,7.5
48245,"Jefferson County, Texas",112227,7.8
48251,"Johnson County, Texas",77338,6.4
48257,"Kaufman County, Texas",55500,9.0
48291,"Liberty County, Texas",29698,4.8
48303,"Lubbock County, Texas",152097,4.4
48309,"McLennan County, Texas",113648,4.7
48329,"Midland County, Texas",84924,3.8
48339,"Montgomery County, Texas",255976,4.5
48347,"Nacogdoches County, Texas",31840,7.2
48355,"Nueces County, Texas",178629,6.9
48361,"Orange County, Texas",39221,6.4
48367,"Parker County, Texas",59677,6.1
48375,"Potter County, Texas",55310,5.3
48381,"Randall County, Texas",70933,2.6
48397,"Rockwall County, Texas",45443,4.9
48409,"San Patricio County, Texas",N,N
48423,"Smith County, Texas",102438,7.1
48439,"Tarrant County, Texas",1002797,6.2
48441,"Taylor County, Texas",69901,5.4
48451,"Tom Green County, Texas",55186,2.5
48453,"Travis County, Texas",645487,4.4
48469,"Victoria County, Texas",46182,3.6
48471,"Walker County, Texas",N,N
48479,"Webb County, Texas",107889,6.5
48485,"Wichita County, Texas",65111,6.0
48491,"Williamson County, Texas",255504,4.3
49005,"Cache County, Utah",56062,4.5
49011,"Davis County, Utah",158814,4.7
49035,"Salt Lake County, Utah",577048,4.6
49049,"Utah County, Utah",260924,4.8
49053,"Washington County, Utah",62856,5.5
49057,"Weber County, Utah",122242,6.7
50007,"Chittenden County, Vermont",93912,4.8
51003,"Albemarle County, Virginia",50535,5.0
51013,"Arlington County, Virginia",149436,3.2
51015,"Augusta County, Virginia",38167,3.8
51019,"Bedford County, Virginia",38013,5.7
51041,"Chesterfield County, Virginia",181921,5.3
51059,"Fairfax County, Virginia",648143,5.2
51061,"Fauquier County, Virginia",36529,4.4
51069,"Frederick County, Virginia",44221,4.2
51085,"Hanover County, Virginia",56339,4.0
51087,"Henrico County, Virginia",180080,6.6
51095,"James City County, Virginia",35148,4.9
51107,"Loudoun County, Virginia",200835,4.1
51121,"Montgomery County, Virginia",47946,6.9
51153,"Prince William County, Virginia",245392,5.0
51161,"Roanoke County, Virginia",47973,4.6
51165,"Rockingham County, Virginia",41578,5.5
51177,"Spotsylvania County, Virginia",67889,6.4
51179,"Stafford County, Virginia",74834,5.0
51199,"York County, Virginia",34566,6.8
51510,"Alexandria city, Virginia",100018,3.8
51550,"Chesapeake city, Virginia",120044,7.2
51650,"Hampton city, Virginia",73385,9.7
51680,"Lynchburg city, Virginia",37861,5.8
51700,"Newport News city, Virginia",98959,8.4
51710,"Norfolk city, Virginia",134551,8.9
51740,"Portsmouth city, Virginia",49374,10.9
51760,"Richmond city, Virginia",121845,10.1
51770,"Roanoke city, Virginia",51614,8.0
51800,"Suffolk city, Virginia",45257,8.5
51810,"Virginia Beach city, Virginia",252310,5.3
53005,"Benton County, Washington",89439,5.8
53007,"Chelan County, Washington",35715,9.2
53009,"Clallam County, Washington",31885,7.4
53011,"Clark County, Washington",225833,7.2
53015,"Cowlitz County, Washington",44168,12.7
53021,"Franklin County, Washington",39416,4.2
53025,"Grant County, Washington",43173,6.9
53027,"Grays Harbor County, Washington",29484,12.2
53029,"Island County, Washington",39132,8.2
53033,"King County, Washington",1169943,5.1
53035,"Kitsap County, Washington",127593,6.2
53041,"Lewis County, Washington",33229,11.3
53053,"Pierce County, Washington",420026,7.6
53057,"Skagit County, Washington",55605,6.8
53061,"Snohomish County, Washington",407763,6.0
53063,"Spokane County, Washington",231069,6.1
53067,"Thurston County, Washington",138099,7.8
53073,"Whatcom County, Washington",108972,8.9
53077,"Yakima County, Washington",110678,6.8
54003,"Berkeley County, West Virginia",57223,8.7
54011,"Cabell County, West Virginia",42234,5.8
54033,"Harrison County, West Virginia",32615,7.5
54039,"Kanawha County, West Virginia",87679,6.7
54061,"Monongalia County, West Virginia",50760,7.3
54081,"Raleigh County, West Virginia",30782,5.6
54107,"Wood County, West Virginia",39940,6.3
55009,"Brown County, Wisconsin",137912,5.0
55025,"Dane County, Wisconsin",305110,5.1
55027,"Dodge County, Wisconsin",45896,4.9
55035,"Eau Claire County, Wisconsin",57739,3.8
55039,"Fond du Lac County, Wisconsin",55538,4.9
55055,"Jefferson County, Wisconsin",46411,5.9
55059,"Kenosha County, Wisconsin",86443,7.9
55063,"La Crosse County, Wisconsin",66197,5.1
55071,"Manitowoc County, Wisconsin",42172,4.0
55073,"Marathon County, Wisconsin",74937,4.5
55079,"Milwaukee County, Wisconsin",489263,8.5
55087,"Outagamie County, Wisconsin",99841,3.4
55089,"Ozaukee County, Wisconsin",48748,3.9
55097,"Portage County, Wisconsin",39313,5.5
55101,"Racine County, Wisconsin",98350,6.3
55105,"Rock County, Wisconsin",84768,6.3
55109,"St. Croix County, Wisconsin",49705,3.5
55117,"Sheboygan County, Wisconsin",63697,4.3
55127,"Walworth County, Wisconsin",57466,5.6
55131,"Washington County, Wisconsin",76130,3.7
55133,"Waukesha County, Wisconsin",219393,3.3
55139,"Winnebago County, Wisconsin",93089,3.8
55141,"Wood County, Wisconsin",39064,4.7
56021,"Laramie County, Wyoming",51697,4.2
56025,"Natrona County, Wyoming",45614,2.9
72013,"Arecibo Municipio, Puerto Rico",30163,18.4
72021,"Bayamón Municipio, Puerto Rico",81121,14.4
72025,"Caguas Municipio, Puerto Rico",57131,13.2
72031,"Carolina Municipio, Puerto Rico",73660,13.4
72061,"Guaynabo Municipio, Puerto Rico",42224,10.6
72097,"Mayagüez Municipio, Puerto Rico",28823,27.7
72113,"Ponce Municipio, Puerto Rico",47264,17.3
72127,"San Juan Municipio, Puerto Rico",154849,15.2
72135,"Toa Alta Municipio, Puerto Rico",28829,8.8
72137,"Toa Baja Municipio, Puerto Rico",38536,19.8
72139,"Trujillo Alto Municipio, Puerto Rico",30671,9.5
